Question ;answer ;
Kan du beskrive hvem som har rett til omsorgspermisjon ved overtakelse av omsorg for fosterbarn?;Den av foreldrene som ikke tar ut foreldrepermisjon fra omsorgsovertakelsen har rett til omsorgspermisjon ved overtakelse av omsorg for fosterbarn, slik at begge foreldrene kan være hjemme sammen med barnet på samme måte som biologiske foreldre kan;
Hvordan fungerer ordningen med omsorgspermisjon for de som overtar omsorgen for et fosterbarn?;Den av foreldrene som ikke tar ut foreldrepermisjon fra omsorgsovertakelsen har rett til omsorgspermisjon ved overtakelse av omsorg for fosterbarn, slik at begge foreldrene kan være hjemme sammen med barnet på samme måte som biologiske foreldre kan;
Hva må de som tar over omsorgen for et fosterbarn være klar over angående deres rettigheter til omsorgspermisjon?;Den av foreldrene som ikke tar ut foreldrepermisjon fra omsorgsovertakelsen har rett til omsorgspermisjon ved overtakelse av omsorg for fosterbarn, slik at begge foreldrene kan være hjemme sammen med barnet på samme måte som biologiske foreldre kan;
Hvor lenge varer omsorgspermisjonen ved overtakelse av omsorg for fosterbarn?;Fosterforeldre har rett til to ukers permisjon i forbindelse med at omsorgen for barnet overtas. Fosterforeldre har også til sammen rett til ulønnet omsorgspermisjon når omsorgen for barnet overtas i inntil tre år hvis barnet er under 15 år ;
Hva er varigheten av omsorgspermisjonen ved overtakelse av omsorg for fosterbarn?;Fosterforeldre har rett til to ukers permisjon i forbindelse med at omsorgen for barnet overtas. Fosterforeldre har også til sammen rett til ulønnet omsorgspermisjon når omsorgen for barnet overtas i inntil tre år hvis barnet er under 15 år ;
Kan du gi informasjon om hvor lenge omsorgspermisjonen varer når man tar over omsorgen for et fosterbarn?;Fosterforeldre har rett til to ukers permisjon i forbindelse med at omsorgen for barnet overtas. Fosterforeldre har også til sammen rett til ulønnet omsorgspermisjon når omsorgen for barnet overtas i inntil tre år hvis barnet er under 15 år ;
Hvor lang tid har man rett til omsorgspermisjon ved overtakelse av omsorg for fosterbarn?;Fosterforeldre har rett til to ukers permisjon i forbindelse med at omsorgen for barnet overtas. Fosterforeldre har også til sammen rett til ulønnet omsorgspermisjon når omsorgen for barnet overtas i inntil tre år hvis barnet er under 15 år ;
Hva er tidsrammen for omsorgspermisjonen når man tar over omsorgen for et fosterbarn?;Fosterforeldre har rett til to ukers permisjon i forbindelse med at omsorgen for barnet overtas. Fosterforeldre har også til sammen rett til ulønnet omsorgspermisjon når omsorgen for barnet overtas i inntil tre år hvis barnet er under 15 år ;
Hvor lenge kan man ta omsorgspermisjon ved overtakelse av omsorg for fosterbarn i henhold til loven?;Fosterforeldre har rett til to ukers permisjon i forbindelse med at omsorgen for barnet overtas. Fosterforeldre har også til sammen rett til ulønnet omsorgspermisjon når omsorgen for barnet overtas i inntil tre år hvis barnet er under 15 år ;
Kan du beskrive varigheten av omsorgspermisjonen ved overtakelse av omsorg for fosterbarn?;Fosterforeldre har rett til to ukers permisjon i forbindelse med at omsorgen for barnet overtas. Fosterforeldre har også til sammen rett til ulønnet omsorgspermisjon når omsorgen for barnet overtas i inntil tre år hvis barnet er under 15 år ;
Hvordan fungerer ordningen med varighet av omsorgspermisjon for de som overtar omsorgen for et fosterbarn?;Fosterforeldre har rett til to ukers permisjon i forbindelse med at omsorgen for barnet overtas. Fosterforeldre har også til sammen rett til ulønnet omsorgspermisjon når omsorgen for barnet overtas i inntil tre år hvis barnet er under 15 år ;
Hva må man være klar over angående lengden på omsorgspermisjonen ved overtakelse av omsorg for fosterbarn?;Fosterforeldre har rett til to ukers permisjon i forbindelse med at omsorgen for barnet overtas. Fosterforeldre har også til sammen rett til ulønnet omsorgspermisjon når omsorgen for barnet overtas i inntil tre år hvis barnet er under 15 år ;
Hvordan kan man søke om omsorgspermisjon ved overtakelse av omsorg for fosterbarn?;For å søke om omsorgspermisjon ved overtakelse av omsorg for fosterbarn, må man sende en skriftlig søknad til sin leder. Det er viktig å melde fra skriftlig så snart som mulig til arbeidsgiver, senest innen 4 uker før permisjonen begynner. Ved gradert permisjon registrerer man sin reelle arbeidstid på vanlig måte i DFØ-appen eller SAP-selvbetjeningsportalen;
Hva er prosedyren for å søke om omsorgspermisjon ved overtakelse av omsorg for fosterbarn?;For å søke om omsorgspermisjon ved overtakelse av omsorg for fosterbarn, må man sende en skriftlig søknad til sin leder. Det er viktig å melde fra skriftlig så snart som mulig til arbeidsgiver, senest innen 4 uker før permisjonen begynner. Ved gradert permisjon registrerer man sin reelle arbeidstid på vanlig måte i DFØ-appen eller SAP-selvbetjeningsportalen;
Hvordan går man frem for å søke om omsorgspermisjon når man tar over omsorgen for et fosterbarn?;For å søke om omsorgspermisjon ved overtakelse av omsorg for fosterbarn, må man sende en skriftlig søknad til sin leder. Det er viktig å melde fra skriftlig så snart som mulig til arbeidsgiver, senest innen 4 uker før permisjonen begynner. Ved gradert permisjon registrerer man sin reelle arbeidstid på vanlig måte i DFØ-appen eller SAP-selvbetjeningsportalen;
Kan du gi informasjon om hvordan man søker om omsorgspermisjon ved overtakelse av omsorg for fosterbarn?;For å søke om omsorgspermisjon ved overtakelse av omsorg for fosterbarn, må man sende en skriftlig søknad til sin leder. Det er viktig å melde fra skriftlig så snart som mulig til arbeidsgiver, senest innen 4 uker før permisjonen begynner. Ved gradert permisjon registrerer man sin reelle arbeidstid på vanlig måte i DFØ-appen eller SAP-selvbetjeningsportalen;
Hvilke skritt må man ta for å formelt be om omsorgspermisjon ved overtakelse av omsorg for fosterbarn?;For å søke om omsorgspermisjon ved overtakelse av omsorg for fosterbarn, må man sende en skriftlig søknad til sin leder. Det er viktig å melde fra skriftlig så snart som mulig til arbeidsgiver, senest innen 4 uker før permisjonen begynner. Ved gradert permisjon registrerer man sin reelle arbeidstid på vanlig måte i DFØ-appen eller SAP-selvbetjeningsportalen;
Hvordan er søknadsprosessen for omsorgspermisjon utformet når man tar over omsorgen for et fosterbarn?;For å søke om omsorgspermisjon ved overtakelse av omsorg for fosterbarn, må man sende en skriftlig søknad til sin leder. Det er viktig å melde fra skriftlig så snart som mulig til arbeidsgiver, senest innen 4 uker før permisjonen begynner. Ved gradert permisjon registrerer man sin reelle arbeidstid på vanlig måte i DFØ-appen eller SAP-selvbetjeningsportalen;
Kan du beskrive fremgangsmåten for å søke om omsorgspermisjon ved overtakelse av omsorg for fosterbarn?;For å søke om omsorgspermisjon ved overtakelse av omsorg for fosterbarn, må man sende en skriftlig søknad til sin leder. Det er viktig å melde fra skriftlig så snart som mulig til arbeidsgiver, senest innen 4 uker før permisjonen begynner. Ved gradert permisjon registrerer man sin reelle arbeidstid på vanlig måte i DFØ-appen eller SAP-selvbetjeningsportalen;
Hvilke trinn må man ta for å søke om omsorgspermisjon ved overtakelse av omsorg for fosterbarn?;For å søke om omsorgspermisjon ved overtakelse av omsorg for fosterbarn, må man sende en skriftlig søknad til sin leder. Det er viktig å melde fra skriftlig så snart som mulig til arbeidsgiver, senest innen 4 uker før permisjonen begynner. Ved gradert permisjon registrerer man sin reelle arbeidstid på vanlig måte i DFØ-appen eller SAP-selvbetjeningsportalen;
Hvordan fungerer ordningen med å søke om omsorgspermisjon for de som overtar omsorgen for et fosterbarn?;For å søke om omsorgspermisjon ved overtakelse av omsorg for fosterbarn, må man sende en skriftlig søknad til sin leder. Det er viktig å melde fra skriftlig så snart som mulig til arbeidsgiver, senest innen 4 uker før permisjonen begynner. Ved gradert permisjon registrerer man sin reelle arbeidstid på vanlig måte i DFØ-appen eller SAP-selvbetjeningsportalen;
Hvordan registreres gradert permisjon i DFØ-appen eller SAP-selvbetjeningsportalen?;"Ved gradert permisjon registrerer man sin reelle arbeidstid på vanlig måte i DFØ-appen eller SAP-selvbetjeningsportalen. Man kan følge med på sitt ""arbeidstidregnskap"" i DFØ-appen under menypunktet eller i SAP-selvbetjeningsportalen under menypunktet Tidsinformasjon";
Hva er prosessen for å registrere gradert permisjon i DFØ-appen eller SAP-selvbetjeningsportalen?;"Ved gradert permisjon registrerer man sin reelle arbeidstid på vanlig måte i DFØ-appen eller SAP-selvbetjeningsportalen. Man kan følge med på sitt ""arbeidstidregnskap"" i DFØ-appen under menypunktet eller i SAP-selvbetjeningsportalen under menypunktet Tidsinformasjon";
Hvordan går man frem for å legge inn registrering av gradert permisjon i DFØ-appen eller SAP-selvbetjeningsportalen?;"Ved gradert permisjon registrerer man sin reelle arbeidstid på vanlig måte i DFØ-appen eller SAP-selvbetjeningsportalen. Man kan følge med på sitt ""arbeidstidregnskap"" i DFØ-appen under menypunktet eller i SAP-selvbetjeningsportalen under menypunktet Tidsinformasjon";
Kan du gi informasjon om hvordan registrering av gradert permisjon gjøres i DFØ-appen eller SAP-selvbetjeningsportalen?;"Ved gradert permisjon registrerer man sin reelle arbeidstid på vanlig måte i DFØ-appen eller SAP-selvbetjeningsportalen. Man kan følge med på sitt ""arbeidstidregnskap"" i DFØ-appen under menypunktet eller i SAP-selvbetjeningsportalen under menypunktet Tidsinformasjon";
Hva er prosedyren for å registrere gradert permisjon i DFØ-appen eller SAP-selvbetjeningsportalen?;"Ved gradert permisjon registrerer man sin reelle arbeidstid på vanlig måte i DFØ-appen eller SAP-selvbetjeningsportalen. Man kan følge med på sitt ""arbeidstidregnskap"" i DFØ-appen under menypunktet eller i SAP-selvbetjeningsportalen under menypunktet Tidsinformasjon";
Hvordan kan man formelt registrere gradert permisjon i DFØ-appen eller SAP-selvbetjeningsportalen?;"Ved gradert permisjon registrerer man sin reelle arbeidstid på vanlig måte i DFØ-appen eller SAP-selvbetjeningsportalen. Man kan følge med på sitt ""arbeidstidregnskap"" i DFØ-appen under menypunktet eller i SAP-selvbetjeningsportalen under menypunktet Tidsinformasjon";
Kan du beskrive hvordan man legger inn registrering av gradert permisjon i DFØ-appen eller SAP-selvbetjeningsportalen?;"Ved gradert permisjon registrerer man sin reelle arbeidstid på vanlig måte i DFØ-appen eller SAP-selvbetjeningsportalen. Man kan følge med på sitt ""arbeidstidregnskap"" i DFØ-appen under menypunktet eller i SAP-selvbetjeningsportalen under menypunktet Tidsinformasjon";
Hvilke trinn må man ta for å registrere gradert permisjon i DFØ-appen eller SAP-selvbetjeningsportalen?;"Ved gradert permisjon registrerer man sin reelle arbeidstid på vanlig måte i DFØ-appen eller SAP-selvbetjeningsportalen. Man kan følge med på sitt ""arbeidstidregnskap"" i DFØ-appen under menypunktet eller i SAP-selvbetjeningsportalen under menypunktet Tidsinformasjon";
Hvordan fungerer registreringsprosessen for gradert permisjon i DFØ-appen eller SAP-selvbetjeningsportalen?;"Ved gradert permisjon registrerer man sin reelle arbeidstid på vanlig måte i DFØ-appen eller SAP-selvbetjeningsportalen. Man kan følge med på sitt ""arbeidstidregnskap"" i DFØ-appen under menypunktet eller i SAP-selvbetjeningsportalen under menypunktet Tidsinformasjon";
Hvor mange dager gir Hovedtariffavtalen rett til fri med lønn for pleie av nærstående i livets sluttfase?;Hovedtariffavtalen gir rett til fri med lønn for pleie av nærstående i livets sluttfase i inntil 60 dager per nærstående person ;
Hvor mange dager gir Hovedtariffavtalen rett til fri med lønn for pleie av nærstående i livets sluttfase?;Hovedtariffavtalen gir rett til fri med lønn for pleie av nærstående i livets sluttfase i inntil 60 dager per nærstående person ;
Kan du gi informasjon om antall dager med fri med lønn for pleie av nærstående i livets sluttfase i Hovedtariffavtalen?;Hovedtariffavtalen gir rett til fri med lønn for pleie av nærstående i livets sluttfase i inntil 60 dager per nærstående person ;
Hvor lang periode gir Hovedtariffavtalen rett til lønnet permisjon for pleie av nærstående i livets sluttfase?;Hovedtariffavtalen gir rett til fri med lønn for pleie av nærstående i livets sluttfase i inntil 60 dager per nærstående person ;
Hva sier Hovedtariffavtalen om antall dager med fri med lønn for pleie av nærstående som er i livets sluttfase?;Hovedtariffavtalen gir rett til fri med lønn for pleie av nærstående i livets sluttfase i inntil 60 dager per nærstående person ;
Hvordan er bestemmelsene om fri med lønn for pleie av nærstående i livets sluttfase formulert i Hovedtariffavtalen?;Hovedtariffavtalen gir rett til fri med lønn for pleie av nærstående i livets sluttfase i inntil 60 dager per nærstående person ;
Kan du beskrive hvor mange dager med lønnet permisjon man har rett til for pleie av nærstående i livets sluttfase ifølge Hovedtariffavtalen?;Hovedtariffavtalen gir rett til fri med lønn for pleie av nærstående i livets sluttfase i inntil 60 dager per nærstående person ;
Hvilken tidsramme gir Hovedtariffavtalen for lønnet permisjon ved pleie av nærstående i livets sluttfase?;Hovedtariffavtalen gir rett til fri med lønn for pleie av nærstående i livets sluttfase i inntil 60 dager per nærstående person ;
Hvordan fungerer ordningen med lønnet permisjon for pleie av nærstående i livets sluttfase i henhold til Hovedtariffavtalen?;Hovedtariffavtalen gir rett til fri med lønn for pleie av nærstående i livets sluttfase i inntil 60 dager per nærstående person ;
Kan Husbanken kreve refusjon av pleiepenger fra NAV i disse tilfellene?;ja, ifølge teksten kan Husbanken kreve refusjon av pleiepenger fra NAV i disse tilfellene;
Er det mulig for Husbanken å kreve refusjon av pleiepenger fra NAV i disse tilfellene?;ja, ifølge teksten kan Husbanken kreve refusjon av pleiepenger fra NAV i disse tilfellene;
Kan Husbanken be om tilbakebetaling av pleiepenger fra NAV i slike situasjoner?;ja, ifølge teksten kan Husbanken kreve refusjon av pleiepenger fra NAV i disse tilfellene;
Har Husbanken rett til å kreve refusjon av pleiepenger fra NAV i disse tilfellene?;ja, ifølge teksten kan Husbanken kreve refusjon av pleiepenger fra NAV i disse tilfellene;
Hvordan fungerer prosessen med refusjon av pleiepenger fra NAV for Husbanken i disse situasjonene?;ja, ifølge teksten kan Husbanken kreve refusjon av pleiepenger fra NAV i disse tilfellene;
Er det en mulighet for at Husbanken kan kreve tilbakebetaling av pleiepenger fra NAV i disse tilfellene?;ja, ifølge teksten kan Husbanken kreve refusjon av pleiepenger fra NAV i disse tilfellene;
Hva sier reglene om Husbankens rett til å kreve refusjon av pleiepenger fra NAV i slike situasjoner?;ja, ifølge teksten kan Husbanken kreve refusjon av pleiepenger fra NAV i disse tilfellene;
Hvordan kan Husbanken eventuelt kreve refusjon av pleiepenger fra NAV i disse tilfellene?;ja, ifølge teksten kan Husbanken kreve refusjon av pleiepenger fra NAV i disse tilfellene;
Er det lovlig for Husbanken å be om refusjon av pleiepenger fra NAV i slike situasjoner?;ja, ifølge teksten kan Husbanken kreve refusjon av pleiepenger fra NAV i disse tilfellene;
Hvem kan regnes som nærstående?;"Nærstående regnes som personer med nære familierelasjoner til den syke, men det kan også være personer som den syke har knyttet et nært personlig forhold til uten å være i slekt med. Typisk vil det kunne være venner, naboer eller andre personer i nærmiljøet. Det avgjørende er at den syke har en så nær relasjon til pleieyter at den syke er komfortabel/bekvem med pleien. Den sykes eget ønske om hvem som skal yte pleie vil være et viktig moment i vurderingen av om vedkommende skal anses som ""nærstående"" ";
Hvem inkluderes i kategorien nærstående?;"Nærstående regnes som personer med nære familierelasjoner til den syke, men det kan også være personer som den syke har knyttet et nært personlig forhold til uten å være i slekt med. Typisk vil det kunne være venner, naboer eller andre personer i nærmiljøet. Det avgjørende er at den syke har en så nær relasjon til pleieyter at den syke er komfortabel/bekvem med pleien. Den sykes eget ønske om hvem som skal yte pleie vil være et viktig moment i vurderingen av om vedkommende skal anses som ""nærstående"" ";
Hva defineres som nærstående i denne sammenhengen?;"Nærstående regnes som personer med nære familierelasjoner til den syke, men det kan også være personer som den syke har knyttet et nært personlig forhold til uten å være i slekt med. Typisk vil det kunne være venner, naboer eller andre personer i nærmiljøet. Det avgjørende er at den syke har en så nær relasjon til pleieyter at den syke er komfortabel/bekvem med pleien. Den sykes eget ønske om hvem som skal yte pleie vil være et viktig moment i vurderingen av om vedkommende skal anses som ""nærstående"" ";
Hvem kan betraktes som nærstående i denne konteksten?;"Nærstående regnes som personer med nære familierelasjoner til den syke, men det kan også være personer som den syke har knyttet et nært personlig forhold til uten å være i slekt med. Typisk vil det kunne være venner, naboer eller andre personer i nærmiljøet. Det avgjørende er at den syke har en så nær relasjon til pleieyter at den syke er komfortabel/bekvem med pleien. Den sykes eget ønske om hvem som skal yte pleie vil være et viktig moment i vurderingen av om vedkommende skal anses som ""nærstående"" ";
Hvilke personer regnes som nærstående?;"Nærstående regnes som personer med nære familierelasjoner til den syke, men det kan også være personer som den syke har knyttet et nært personlig forhold til uten å være i slekt med. Typisk vil det kunne være venner, naboer eller andre personer i nærmiljøet. Det avgjørende er at den syke har en så nær relasjon til pleieyter at den syke er komfortabel/bekvem med pleien. Den sykes eget ønske om hvem som skal yte pleie vil være et viktig moment i vurderingen av om vedkommende skal anses som ""nærstående"" ";
Kan du gi informasjon om hvem som faller inn under betegnelsen nærstående?;"Nærstående regnes som personer med nære familierelasjoner til den syke, men det kan også være personer som den syke har knyttet et nært personlig forhold til uten å være i slekt med. Typisk vil det kunne være venner, naboer eller andre personer i nærmiljøet. Det avgjørende er at den syke har en så nær relasjon til pleieyter at den syke er komfortabel/bekvem med pleien. Den sykes eget ønske om hvem som skal yte pleie vil være et viktig moment i vurderingen av om vedkommende skal anses som ""nærstående"" ";
Hvem inkluderes under begrepet nærstående?;"Nærstående regnes som personer med nære familierelasjoner til den syke, men det kan også være personer som den syke har knyttet et nært personlig forhold til uten å være i slekt med. Typisk vil det kunne være venner, naboer eller andre personer i nærmiljøet. Det avgjørende er at den syke har en så nær relasjon til pleieyter at den syke er komfortabel/bekvem med pleien. Den sykes eget ønske om hvem som skal yte pleie vil være et viktig moment i vurderingen av om vedkommende skal anses som ""nærstående"" ";
Hva omfatter kategorien nærstående?;"Nærstående regnes som personer med nære familierelasjoner til den syke, men det kan også være personer som den syke har knyttet et nært personlig forhold til uten å være i slekt med. Typisk vil det kunne være venner, naboer eller andre personer i nærmiljøet. Det avgjørende er at den syke har en så nær relasjon til pleieyter at den syke er komfortabel/bekvem med pleien. Den sykes eget ønske om hvem som skal yte pleie vil være et viktig moment i vurderingen av om vedkommende skal anses som ""nærstående"" ";
Hvem betraktes som nærstående i henhold til retningslinjene?;"Nærstående regnes som personer med nære familierelasjoner til den syke, men det kan også være personer som den syke har knyttet et nært personlig forhold til uten å være i slekt med. Typisk vil det kunne være venner, naboer eller andre personer i nærmiljøet. Det avgjørende er at den syke har en så nær relasjon til pleieyter at den syke er komfortabel/bekvem med pleien. Den sykes eget ønske om hvem som skal yte pleie vil være et viktig moment i vurderingen av om vedkommende skal anses som ""nærstående"" ";
"Hva er det som er kritisk for å bli betraktet som ""nærstående""?";"Det avgjørende for å bli ansett som ""nærstående"" er at den syke har en så nær relasjon til pleieyter at den syke er komfortabel/bekvem med pleien. Den sykes eget ønske om hvem som skal yte pleie vil være et viktig moment i vurderingen av om vedkommende skal anses som ""nærstående""";
"Hvilke faktorer er avgjørende for å bli ansett som ""nærstående""?";"Det avgjørende for å bli ansett som ""nærstående"" er at den syke har en så nær relasjon til pleieyter at den syke er komfortabel/bekvem med pleien. Den sykes eget ønske om hvem som skal yte pleie vil være et viktig moment i vurderingen av om vedkommende skal anses som ""nærstående""";
"Hva spiller en avgjørende rolle for å bli klassifisert som ""nærstående""?";"Det avgjørende for å bli ansett som ""nærstående"" er at den syke har en så nær relasjon til pleieyter at den syke er komfortabel/bekvem med pleien. Den sykes eget ønske om hvem som skal yte pleie vil være et viktig moment i vurderingen av om vedkommende skal anses som ""nærstående""";
"Hva er det som er essensielt for å bli regnet som ""nærstående""?";"Det avgjørende for å bli ansett som ""nærstående"" er at den syke har en så nær relasjon til pleieyter at den syke er komfortabel/bekvem med pleien. Den sykes eget ønske om hvem som skal yte pleie vil være et viktig moment i vurderingen av om vedkommende skal anses som ""nærstående""";
"Kan du gi informasjon om de sentrale elementene for å bli ansett som ""nærstående""?";"Det avgjørende for å bli ansett som ""nærstående"" er at den syke har en så nær relasjon til pleieyter at den syke er komfortabel/bekvem med pleien. Den sykes eget ønske om hvem som skal yte pleie vil være et viktig moment i vurderingen av om vedkommende skal anses som ""nærstående""";
"Hvilke kriterier er vesentlige for å bli betraktet som ""nærstående""?";"Det avgjørende for å bli ansett som ""nærstående"" er at den syke har en så nær relasjon til pleieyter at den syke er komfortabel/bekvem med pleien. Den sykes eget ønske om hvem som skal yte pleie vil være et viktig moment i vurderingen av om vedkommende skal anses som ""nærstående""";
"Hva er det som er nøkkelen for å bli ansett som ""nærstående""?";"Det avgjørende for å bli ansett som ""nærstående"" er at den syke har en så nær relasjon til pleieyter at den syke er komfortabel/bekvem med pleien. Den sykes eget ønske om hvem som skal yte pleie vil være et viktig moment i vurderingen av om vedkommende skal anses som ""nærstående""";
"Hvordan defineres begrepet ""nærstående"" i denne sammenhengen?";"Det avgjørende for å bli ansett som ""nærstående"" er at den syke har en så nær relasjon til pleieyter at den syke er komfortabel/bekvem med pleien. Den sykes eget ønske om hvem som skal yte pleie vil være et viktig moment i vurderingen av om vedkommende skal anses som ""nærstående""";
"Hva er det avgjørende for å bli ansett som ""nærstående""?";"Det avgjørende for å bli ansett som ""nærstående"" er at den syke har en så nær relasjon til pleieyter at den syke er komfortabel/bekvem med pleien. Den sykes eget ønske om hvem som skal yte pleie vil være et viktig moment i vurderingen av om vedkommende skal anses som ""nærstående""";
Hvor må pleien skje for å kvalifisere for fri med lønn?;Det forutsetter at pleien skjer i hjemmet – enten hjemme hos den nærstående som er i livets sluttfase, eller hos den som gir pleien. Det vil i noen sammenhenger være behov for å la pleien gå på omgang mellom flere nærstående, noe som gjør at en også vil kunne akseptere at pleien gis andre steder enn i pleierens eller pasientens hjem;
Hvor må omsorgspleien gjennomføres for at man skal kvalifisere for fri med lønn?;Det forutsetter at pleien skjer i hjemmet – enten hjemme hos den nærstående som er i livets sluttfase, eller hos den som gir pleien. Det vil i noen sammenhenger være behov for å la pleien gå på omgang mellom flere nærstående, noe som gjør at en også vil kunne akseptere at pleien gis andre steder enn i pleierens eller pasientens hjem;
Hva er kravene til stedet der omsorgspleien må skje for å kvalifisere for lønnet permisjon?;Det forutsetter at pleien skjer i hjemmet – enten hjemme hos den nærstående som er i livets sluttfase, eller hos den som gir pleien. Det vil i noen sammenhenger være behov for å la pleien gå på omgang mellom flere nærstående, noe som gjør at en også vil kunne akseptere at pleien gis andre steder enn i pleierens eller pasientens hjem;
Hvor må omsorgen finne sted for at man skal ha rett til fri med lønn?;Det forutsetter at pleien skjer i hjemmet – enten hjemme hos den nærstående som er i livets sluttfase, eller hos den som gir pleien. Det vil i noen sammenhenger være behov for å la pleien gå på omgang mellom flere nærstående, noe som gjør at en også vil kunne akseptere at pleien gis andre steder enn i pleierens eller pasientens hjem;
Hvilke betingelser gjelder for plassen der omsorgspleien må utføres for å få lønnet permisjon?;Det forutsetter at pleien skjer i hjemmet – enten hjemme hos den nærstående som er i livets sluttfase, eller hos den som gir pleien. Det vil i noen sammenhenger være behov for å la pleien gå på omgang mellom flere nærstående, noe som gjør at en også vil kunne akseptere at pleien gis andre steder enn i pleierens eller pasientens hjem;
Kan du gi informasjon om stedet der omsorgspleien må skje for å kvalifisere for fri med lønn?;Det forutsetter at pleien skjer i hjemmet – enten hjemme hos den nærstående som er i livets sluttfase, eller hos den som gir pleien. Det vil i noen sammenhenger være behov for å la pleien gå på omgang mellom flere nærstående, noe som gjør at en også vil kunne akseptere at pleien gis andre steder enn i pleierens eller pasientens hjem;
Hva er kravene til lokasjonen der omsorgspleien må foregå for å være berettiget til lønnet permisjon?;Det forutsetter at pleien skjer i hjemmet – enten hjemme hos den nærstående som er i livets sluttfase, eller hos den som gir pleien. Det vil i noen sammenhenger være behov for å la pleien gå på omgang mellom flere nærstående, noe som gjør at en også vil kunne akseptere at pleien gis andre steder enn i pleierens eller pasientens hjem;
Hvor må pleien skje for at man skal være kvalifisert for fri med lønn?;Det forutsetter at pleien skjer i hjemmet – enten hjemme hos den nærstående som er i livets sluttfase, eller hos den som gir pleien. Det vil i noen sammenhenger være behov for å la pleien gå på omgang mellom flere nærstående, noe som gjør at en også vil kunne akseptere at pleien gis andre steder enn i pleierens eller pasientens hjem;
Hvordan defineres stedet for omsorgspleien når det gjelder retten til lønnet permisjon?;Det forutsetter at pleien skjer i hjemmet – enten hjemme hos den nærstående som er i livets sluttfase, eller hos den som gir pleien. Det vil i noen sammenhenger være behov for å la pleien gå på omgang mellom flere nærstående, noe som gjør at en også vil kunne akseptere at pleien gis andre steder enn i pleierens eller pasientens hjem;
Kan pleien gis andre steder enn i pleierens eller pasientens hjem?;Ja, i noen tilfeller kan pleien gis andre steder enn i pleierens eller pasientens hjem, for eksempel hvis det er behov for å la pleien gå på omgang mellom flere nærstående ;
Er det tillatt å gi pleie andre steder enn i pleierens eller pasientens hjem?;Ja, i noen tilfeller kan pleien gis andre steder enn i pleierens eller pasientens hjem, for eksempel hvis det er behov for å la pleien gå på omgang mellom flere nærstående ;
Kan omsorgen utføres på andre steder enn i pleierens eller pasientens hjem?;Ja, i noen tilfeller kan pleien gis andre steder enn i pleierens eller pasientens hjem, for eksempel hvis det er behov for å la pleien gå på omgang mellom flere nærstående ;
Hva er reglene for å gi pleie andre steder enn i pleierens eller pasientens hjem?;Ja, i noen tilfeller kan pleien gis andre steder enn i pleierens eller pasientens hjem, for eksempel hvis det er behov for å la pleien gå på omgang mellom flere nærstående ;
Er det mulig å yte omsorg på andre steder enn i pleierens eller pasientens hjem?;Ja, i noen tilfeller kan pleien gis andre steder enn i pleierens eller pasientens hjem, for eksempel hvis det er behov for å la pleien gå på omgang mellom flere nærstående ;
Hvordan er retningslinjene for å gi pleie andre steder enn i pleierens eller pasientens hjem?;Ja, i noen tilfeller kan pleien gis andre steder enn i pleierens eller pasientens hjem, for eksempel hvis det er behov for å la pleien gå på omgang mellom flere nærstående ;
Kan omsorg gis på steder utenfor pleierens eller pasientens hjem?;Ja, i noen tilfeller kan pleien gis andre steder enn i pleierens eller pasientens hjem, for eksempel hvis det er behov for å la pleien gå på omgang mellom flere nærstående ;
Hvilke alternativer finnes for å gi pleie andre steder enn i pleierens eller pasientens hjem?;Ja, i noen tilfeller kan pleien gis andre steder enn i pleierens eller pasientens hjem, for eksempel hvis det er behov for å la pleien gå på omgang mellom flere nærstående ;
Er det restriksjoner for å utføre omsorg andre steder enn i pleierens eller pasientens hjem?;Ja, i noen tilfeller kan pleien gis andre steder enn i pleierens eller pasientens hjem, for eksempel hvis det er behov for å la pleien gå på omgang mellom flere nærstående ;
Er det et krav at dagene må tas ut sammenhengende?;Det er ikke et krav at dagene må tas ut sammenhengende. Det sentrale er at den som har permisjonen faktisk pleier den syke;
Må dagene tas ut sammenhengende, eller er det noe krav om dette?;Det er ikke et krav at dagene må tas ut sammenhengende. Det sentrale er at den som har permisjonen faktisk pleier den syke;
Er det nødvendig å ta ut dagene sammenhengende, eller er det valgfritt?;Det er ikke et krav at dagene må tas ut sammenhengende. Det sentrale er at den som har permisjonen faktisk pleier den syke;
Hvilke regler gjelder for å ta ut dagene sammenhengende?;Det er ikke et krav at dagene må tas ut sammenhengende. Det sentrale er at den som har permisjonen faktisk pleier den syke;
Er det et krav at fraværsdagene må tas ut i sammenheng, eller finnes det fleksibilitet?;Det er ikke et krav at dagene må tas ut sammenhengende. Det sentrale er at den som har permisjonen faktisk pleier den syke;
Må fraværsdagene tas ut på rad, eller er det mulig å spre dem?;Det er ikke et krav at dagene må tas ut sammenhengende. Det sentrale er at den som har permisjonen faktisk pleier den syke;
Hvordan er retningslinjene angående å ta ut fraværsdager sammenhengende?;Det er ikke et krav at dagene må tas ut sammenhengende. Det sentrale er at den som har permisjonen faktisk pleier den syke;
Er det obligatorisk å ta ut dagene i sammenheng, eller er det alternative ordninger?;Det er ikke et krav at dagene må tas ut sammenhengende. Det sentrale er at den som har permisjonen faktisk pleier den syke;
Finnes det krav om sammenhengende fravær, eller er det rom for fleksibilitet?;Det er ikke et krav at dagene må tas ut sammenhengende. Det sentrale er at den som har permisjonen faktisk pleier den syke;
